회사명,항목,외인,기관,개인,개반,법인,총점
케이옥션,1년,47.9,83.4,41.2,58.8,29.7,63.4
케이옥션,2년,52.0,44.9,59.0,41.0,31.2,46.0
케이옥션,3년,44.2,79.7,24.2,75.8,47.6,66.6
케이옥션,합산,48.0,69.3,41.5,58.5,36.2,58.7
덕양산업,1년,45.3,71.7,43.7,56.3,79.6,57.8
덕양산업,2년,56.3,68.3,52.1,47.9,39.0,57.5
덕양산업,3년,67.8,77.9,62.5,37.5,23.8,61.1
덕양산업,합산,56.5,72.6,52.8,47.2,47.5,58.8
비아트론,1년,94.6,42.2,15.3,84.7,40.9,73.8
비아트론,2년,91.3,17.2,44.2,55.8,71.2,54.8
비아트론,3년,83.1,21.2,70.6,29.4,64.7,44.6
비아트론,합산,89.7,26.9,43.4,56.6,58.9,57.7
아이비김영,1년,63.4,36.9,50.1,49.9,65.5,50.1
아이비김영,2년,48.6,58.1,41.3,58.7,46.6,55.1
아이비김영,3년,26.2,66.8,49.8,50.2,39.4,47.7
아이비김영,합산,46.1,53.9,47.1,52.9,50.5,51.0
에프엔에스테크,1년,33.4,43.2,69.4,30.6,22.2,35.7
에프엔에스테크,2년,61.5,70.8,47.9,52.1,22.3,61.5
에프엔에스테크,3년,66.3,65.6,44.8,55.2,19.2,62.4
에프엔에스테크,합산,53.7,59.9,54.0,46.0,21.2,53.2
삐아,1년,38.4,86.4,14.1,85.9,65.6,70.2
삐아,2년,38.4,86.4,14.1,85.9,65.6,70.2
삐아,3년,38.4,86.4,14.1,85.9,65.6,70.2
삐아,합산,38.4,86.4,14.1,85.9,65.6,70.2
코리아나,1년,57.9,85.0,38.8,61.2,22.7,68.0
코리아나,2년,70.0,73.8,36.9,63.1,26.3,69.0
코리아나,3년,77.5,71.4,39.0,61.0,18.4,70.0
코리아나,합산,68.5,76.7,38.2,61.8,22.5,69.0
세명전기,1년,59.8,17.9,42.0,58.0,39.9,45.2
세명전기,2년,70.5,31.4,31.1,68.9,30.6,56.9
세명전기,3년,72.0,43.2,29.2,70.8,43.4,62.0
세명전기,합산,67.4,30.8,34.1,65.9,38.0,54.7
덴티스,1년,81.7,76.1,19.0,81.0,74.6,79.6
덴티스,2년,84.1,85.3,14.4,85.6,72.3,85.0
덴티스,3년,78.7,83.7,16.8,83.2,60.4,81.9
덴티스,합산,81.5,81.7,16.7,83.3,69.1,82.2
아이디스홀딩스,1년,91.9,91.5,83.6,16.4,6.7,66.6
아이디스홀딩스,2년,93.3,93.7,26.5,73.5,9.0,86.8
아이디스홀딩스,3년,93.0,93.5,54.3,45.7,10.6,77.4
아이디스홀딩스,합산,92.7,92.9,54.8,45.2,8.8,76.9
엔브이에이치코리아,1년,71.3,72.2,45.9,54.1,31.8,65.9
엔브이에이치코리아,2년,79.8,97.5,4.6,95.4,12.3,90.9
엔브이에이치코리아,3년,54.2,95.2,9.9,90.1,10.4,79.8
엔브이에이치코리아,합산,68.4,88.3,20.1,79.9,18.2,78.9
한솔홀딩스,1년,95.5,22.9,7.7,92.3,94.5,70.2
한솔홀딩스,2년,95.0,18.5,3.2,96.8,95.3,70.1
한솔홀딩스,3년,95.1,16.2,4.2,95.8,58.0,69.0
한솔홀딩스,합산,95.2,19.2,5.0,95.0,82.6,69.8
인성정보,1년,49.9,88.3,23.5,76.5,63.6,71.6
인성정보,2년,52.2,82.0,36.9,63.1,51.8,65.8
인성정보,3년,60.5,75.2,45.0,55.0,40.8,63.6
인성정보,합산,54.2,81.8,35.1,64.9,52.1,67.0
삼원강재,1년,93.4,91.6,4.3,95.7,9.8,93.6
삼원강재,2년,83.2,75.8,16.6,83.4,29.6,80.8
삼원강재,3년,78.4,64.9,20.3,79.7,29.6,74.3
삼원강재,합산,85.0,77.4,13.7,86.3,23.0,82.9
성창기업지주,1년,97.2,94.4,4.8,95.2,25.6,95.6
성창기업지주,2년,93.2,62.8,48.7,51.3,17.4,69.1
성창기업지주,3년,85.5,17.9,77.8,22.2,13.7,41.9
성창기업지주,합산,92.0,58.4,43.8,56.2,18.9,68.9
KTis,1년,93.4,40.4,8.5,91.5,8.6,75.1
KTis,2년,71.4,58.9,34.8,65.2,13.0,65.2
KTis,3년,46.8,71.9,33.2,66.8,29.8,61.8
KTis,합산,70.5,57.1,25.5,74.5,17.1,67.4
유니온머티리얼,1년,76.7,81.6,31.7,68.3,22.2,75.5
유니온머티리얼,2년,70.1,57.3,39.2,60.8,53.9,62.7
유니온머티리얼,3년,65.8,57.6,46.9,53.1,48.9,58.8
유니온머티리얼,합산,70.9,65.5,39.3,60.7,41.7,65.7
엠투아이,1년,94.6,9.9,77.7,22.3,92.9,42.3
엠투아이,2년,88.8,4.9,90.4,9.6,88.9,34.4
엠투아이,3년,69.8,7.8,86.7,13.3,81.1,30.3
엠투아이,합산,84.4,7.5,84.9,15.1,87.6,35.7
미스터블루,1년,22.8,82.2,54.5,45.5,85.2,50.2
미스터블루,2년,35.6,55.6,61.6,38.4,54.0,43.2
미스터블루,3년,41.0,54.5,54.6,45.4,58.9,47.0
미스터블루,합산,33.1,64.1,56.9,43.1,66.0,46.8
동일산업,1년,65.6,78.2,81.3,18.7,11.9,54.2
동일산업,2년,12.4,93.3,97.1,2.9,2.6,36.2
동일산업,3년,19.0,87.8,98.1,1.9,2.7,36.2
동일산업,합산,32.3,86.4,92.2,7.8,5.7,42.2
인크로스,1년,96.3,94.3,1.6,98.4,88.7,96.3
인크로스,2년,95.1,95.2,2.3,97.7,94.7,96.0
인크로스,3년,95.5,80.0,4.9,95.1,77.7,90.2
인크로스,합산,95.6,89.8,2.9,97.1,87.0,94.2
신영와코루,1년,55.0,64.6,44.2,55.8,14.1,58.5
신영와코루,2년,79.5,92.0,9.4,90.6,28.7,87.4
신영와코루,3년,89.9,90.4,8.7,91.3,42.8,90.5
신영와코루,합산,74.8,82.3,20.8,79.2,28.5,78.8
지오엘리먼트,1년,52.7,96.1,2.5,97.5,4.5,82.1
지오엘리먼트,2년,71.8,84.7,8.4,91.6,11.4,82.7
지오엘리먼트,3년,69.7,80.5,18.1,81.9,22.7,77.4
지오엘리먼트,합산,64.7,87.1,9.7,90.3,12.9,80.7
씨티케이,1년,61.7,49.9,46.6,53.4,57.6,55.0
씨티케이,2년,58.3,56.0,41.0,59.0,60.3,57.8
씨티케이,3년,65.6,85.9,11.6,88.4,81.8,80.0
씨티케이,합산,61.9,63.9,33.1,66.9,66.6,64.3
수산아이앤티,1년,39.6,19.6,43.1,56.9,59.0,38.7
수산아이앤티,2년,49.0,28.0,50.7,49.3,50.3,42.1
수산아이앤티,3년,45.2,51.9,65.9,34.1,34.6,43.7
수산아이앤티,합산,44.6,33.2,53.2,46.8,48.0,41.5
엠플러스,1년,68.1,71.8,39.1,60.9,18.8,66.9
엠플러스,2년,53.8,75.3,37.1,62.9,42.1,64.0
엠플러스,3년,49.8,92.6,16.3,83.7,63.6,75.4
엠플러스,합산,57.2,79.9,30.8,69.2,41.5,68.8
중앙백신,1년,91.5,70.9,45.4,54.6,26.9,72.3
중앙백신,2년,43.7,64.0,49.7,50.3,26.5,52.7
중앙백신,3년,32.0,43.0,77.9,22.1,13.2,32.4
중앙백신,합산,55.7,59.3,57.7,42.3,22.2,52.5
엔피,1년,36.8,90.2,47.1,52.9,21.3,60.0
엔피,2년,61.4,54.8,20.7,79.3,75.9,65.2
엔피,3년,44.3,90.5,8.3,91.7,90.2,75.5
엔피,합산,47.5,78.5,25.4,74.6,62.5,66.9
라이콤,1년,51.2,15.3,77.1,22.9,18.9,29.8
라이콤,2년,41.4,31.1,67.0,33.0,36.7,35.2
라이콤,3년,38.3,22.9,75.5,24.5,27.7,28.6
라이콤,합산,43.6,23.1,73.2,26.8,27.8,31.2
현대코퍼레이션홀딩스,1년,51.5,72.1,48.2,51.8,39.9,58.5
현대코퍼레이션홀딩스,2년,73.8,30.0,33.6,66.4,32.8,56.7
현대코퍼레이션홀딩스,3년,64.2,36.4,39.5,60.5,40.7,53.7
현대코퍼레이션홀딩스,합산,63.2,46.2,40.4,59.6,37.8,56.3
라온피플,1년,57.1,59.5,42.5,57.5,53.5,58.0
라온피플,2년,64.6,68.4,38.4,61.6,32.2,64.9
라온피플,3년,60.8,56.8,40.3,59.7,41.4,59.1
라온피플,합산,60.8,61.6,40.4,59.6,42.4,60.7
유라테크,1년,64.5,68.8,82.5,17.5,8.0,50.3
유라테크,2년,65.3,71.0,49.7,50.3,18.7,62.2
유라테크,3년,48.1,52.8,62.7,37.3,26.8,46.1
유라테크,합산,59.3,64.2,65.0,35.0,17.8,52.9
지에스이,1년,46.0,68.7,51.8,48.2,69.2,54.3
지에스이,2년,43.9,64.0,53.8,46.2,66.4,51.4
지에스이,3년,46.1,64.8,51.2,48.8,63.7,53.2
지에스이,합산,45.3,65.8,52.3,47.7,66.4,53.0
유비벨록스,1년,89.4,74.5,16.6,83.4,18.1,82.4
유비벨록스,2년,84.9,84.8,11.0,89.0,38.5,86.2
유비벨록스,3년,75.6,78.8,30.7,69.3,37.3,74.6
유비벨록스,합산,83.3,79.4,19.4,80.6,31.3,81.1
태양금속,1년,44.8,50.0,52.8,47.2,57.0,47.3
태양금속,2년,35.5,28.2,80.7,19.3,9.1,27.7
태양금속,3년,47.6,53.7,68.6,31.4,6.7,44.2
태양금속,합산,42.6,44.0,67.4,32.6,24.3,39.7
에이플러스에셋,1년,62.9,89.0,10.2,89.8,83.9,80.6
에이플러스에셋,2년,64.7,44.7,52.7,47.3,31.1,52.2
에이플러스에셋,3년,69.2,16.2,73.0,27.0,47.2,37.5
에이플러스에셋,합산,65.6,50.0,45.3,54.7,54.1,56.8
우리산업,1년,70.9,62.6,36.2,63.8,15.5,65.8
우리산업,2년,86.1,57.9,31.2,68.8,26.6,70.9
우리산업,3년,72.7,50.9,42.3,57.7,30.0,60.4
우리산업,합산,76.6,57.1,36.6,63.4,24.0,65.7
엔젯,1년,94.2,77.8,18.5,81.5,3.5,84.5
엔젯,2년,73.1,87.4,15.0,85.0,71.3,81.8
엔젯,3년,65.1,75.8,28.5,71.5,61.1,70.8
엔젯,합산,77.5,80.3,20.7,79.3,45.3,79.0
위지트,1년,72.8,51.0,27.3,72.7,39.7,65.5
위지트,2년,70.5,58.0,50.6,49.4,42.7,59.3
위지트,3년,46.7,52.8,36.8,63.2,64.5,54.2
위지트,합산,63.3,53.9,38.2,61.8,49.0,59.7
이오플로우,1년,32.4,58.3,67.9,32.1,20.1,40.9
이오플로우,2년,78.5,92.5,17.8,82.2,68.3,84.4
이오플로우,3년,76.0,92.2,18.5,81.5,71.9,83.2
이오플로우,합산,62.3,81.0,34.7,65.3,53.4,69.5
한울소재과학,1년,83.9,73.3,15.4,84.6,63.0,80.6
한울소재과학,2년,43.2,30.9,41.9,58.1,88.3,44.1
한울소재과학,3년,42.5,39.0,56.8,43.2,50.2,41.6
한울소재과학,합산,56.5,47.7,38.0,62.0,67.2,55.4
신테카바이오,1년,18.0,94.5,4.8,95.2,93.7,69.2
신테카바이오,2년,44.0,56.4,44.8,55.2,53.3,51.9
신테카바이오,3년,44.9,62.1,38.4,61.6,61.4,56.2
신테카바이오,합산,35.6,71.0,29.3,70.7,69.5,59.1
대정화금,1년,95.9,68.4,56.8,43.2,5.8,69.2
대정화금,2년,85.3,37.5,32.2,67.8,8.7,63.5
대정화금,3년,63.0,24.8,71.2,28.8,10.3,38.9
대정화금,합산,81.4,43.6,53.4,46.6,8.3,57.2
휴비츠,1년,46.7,94.8,3.2,96.8,11.7,79.4
휴비츠,2년,32.3,79.6,22.7,77.3,66.9,63.1
휴비츠,3년,27.7,83.2,19.8,80.2,59.7,63.7
휴비츠,합산,35.6,85.9,15.2,84.8,46.1,68.7
한국내화,1년,90.0,96.3,7.0,93.0,31.9,93.1
한국내화,2년,73.3,62.7,23.1,76.9,63.9,71.0
한국내화,3년,67.1,42.9,21.9,78.1,71.6,62.7
한국내화,합산,76.8,67.3,17.3,82.7,55.8,75.6
두올,1년,47.2,30.2,69.3,30.7,76.4,36.0
두올,2년,61.3,61.2,35.7,64.3,54.1,62.3
두올,3년,63.7,71.1,30.6,69.4,50.7,68.1
두올,합산,57.4,54.2,45.2,54.8,60.4,55.5
아이엠티,1년,34.2,86.0,15.8,84.2,76.6,68.1
아이엠티,2년,34.1,81.2,20.4,79.6,72.4,65.0
아이엠티,3년,34.1,81.2,20.4,79.6,72.4,65.0
아이엠티,합산,34.1,82.8,18.9,81.1,73.8,66.0
이닉스,1년,63.7,90.5,9.7,90.3,43.9,81.5
이닉스,2년,63.7,90.5,9.7,90.3,43.9,81.5
이닉스,3년,63.7,90.5,9.7,90.3,43.9,81.5
이닉스,합산,63.7,90.5,9.7,90.3,43.9,81.5
메쎄이상,1년,70.6,11.0,88.7,11.3,24.6,31.0
메쎄이상,2년,76.5,80.4,11.5,88.5,90.3,81.8
메쎄이상,3년,77.5,53.3,36.3,63.7,77.6,64.8
메쎄이상,합산,74.9,48.2,45.5,54.5,64.2,59.2
한컴위드,1년,76.6,84.6,17.9,82.1,76.2,81.1
한컴위드,2년,69.9,58.5,27.4,72.6,66.0,67.0
한컴위드,3년,69.5,43.9,29.2,70.8,65.2,61.4
한컴위드,합산,72.0,62.3,24.8,75.2,69.1,69.8
링네트,1년,39.9,46.6,74.4,25.6,13.5,37.4
링네트,2년,67.0,65.5,51.1,48.9,12.7,60.5
링네트,3년,67.4,59.3,50.3,49.7,15.3,58.8
링네트,합산,58.1,57.1,58.6,41.4,13.8,52.2
로보로보,1년,40.9,67.1,56.6,43.4,65.1,50.5
로보로보,2년,43.4,66.1,42.9,57.1,86.1,55.5
로보로보,3년,70.1,68.9,23.8,76.2,79.5,71.7
로보로보,합산,51.5,67.4,41.1,58.9,76.9,59.2
동아화성,1년,81.0,13.9,81.3,18.7,53.9,37.9
동아화성,2년,87.8,28.4,49.1,50.9,16.3,55.7
동아화성,3년,69.9,24.7,69.6,30.4,18.6,41.7
동아화성,합산,79.6,22.3,66.7,33.3,29.6,45.1
위더스제약,1년,81.2,57.7,20.4,79.6,43.6,72.8
위더스제약,2년,59.0,61.2,40.9,59.1,49.0,59.8
위더스제약,3년,63.7,65.4,31.9,68.1,49.9,65.7
위더스제약,합산,68.0,61.4,31.1,68.9,47.5,66.1
모비스,1년,47.3,67.1,48.7,51.3,79.7,55.2
모비스,2년,44.1,25.2,67.4,32.6,30.1,34.0
모비스,3년,46.8,19.6,78.8,21.2,23.7,29.2
모비스,합산,46.1,37.3,65.0,35.0,44.5,39.5
금호건설,1년,96.8,96.3,3.1,96.9,77.5,96.7
금호건설,2년,97.0,98.9,2.2,97.8,66.0,97.9
금호건설,3년,90.2,96.5,1.1,98.9,63.4,95.2
금호건설,합산,94.7,97.2,2.1,97.9,69.0,96.6
정상제이엘에스,1년,94.0,91.1,3.9,96.1,5.2,93.7
정상제이엘에스,2년,96.1,94.4,2.2,97.8,4.2,96.1
정상제이엘에스,3년,83.6,89.8,12.7,87.3,4.3,86.9
정상제이엘에스,합산,91.2,91.8,6.3,93.7,4.6,92.2
플리토,1년,76.7,94.7,7.4,92.6,40.8,88.0
플리토,2년,62.8,87.1,12.6,87.4,30.5,79.1
플리토,3년,69.0,87.8,9.8,90.2,60.6,82.3
플리토,합산,69.5,89.9,9.9,90.1,44.0,83.1
메디아나,1년,89.4,85.5,6.3,93.7,9.5,89.5
메디아나,2년,51.5,75.1,41.4,58.6,14.3,61.7
메디아나,3년,47.5,70.8,47.6,52.4,19.8,56.9
메디아나,합산,62.8,77.1,31.8,68.2,14.5,69.4
웨이비스,1년,25.1,56.4,25.4,74.6,81.4,52.0
웨이비스,2년,25.1,56.4,25.4,74.6,81.4,52.0
웨이비스,3년,25.1,56.4,25.4,74.6,81.4,52.0
웨이비스,합산,25.1,56.4,25.4,74.6,81.4,52.0
인지컨트롤스,1년,93.4,93.9,6.2,93.8,71.1,93.7
인지컨트롤스,2년,80.6,56.5,19.6,80.4,84.5,72.5
인지컨트롤스,3년,47.9,77.8,22.4,77.6,84.8,67.8
인지컨트롤스,합산,74.0,76.1,16.1,83.9,80.1,78.0
DXVX,1년,56.0,83.4,19.0,81.0,56.0,73.5
DXVX,2년,77.6,83.6,15.3,84.7,41.1,82.0
DXVX,3년,77.6,83.6,15.3,84.7,41.1,82.0
DXVX,합산,70.4,83.5,16.5,83.5,46.1,79.2
씨씨에스,1년,55.8,74.2,47.5,52.5,43.5,60.8
씨씨에스,2년,61.4,59.0,81.1,18.9,18.0,46.4
씨씨에스,3년,68.3,67.8,85.4,14.6,13.6,50.2
씨씨에스,합산,61.8,67.0,71.3,28.7,25.0,52.5
우리손에프앤지,1년,80.5,17.9,16.6,83.4,75.8,60.6
우리손에프앤지,2년,95.8,78.1,5.9,94.1,13.2,89.3
우리손에프앤지,3년,87.1,69.4,13.9,86.1,29.3,80.9
우리손에프앤지,합산,87.8,55.1,12.1,87.9,39.4,76.9
윈팩,1년,39.6,50.7,55.4,44.6,41.3,45.0
윈팩,2년,42.9,50.7,53.6,46.4,44.1,46.7
윈팩,3년,45.6,50.1,53.4,46.6,43.7,47.4
윈팩,합산,42.7,50.5,54.1,45.9,43.0,46.4
세코닉스,1년,85.1,92.5,7.0,93.0,70.5,90.2
세코닉스,2년,73.0,81.5,16.5,83.5,61.7,79.3
세코닉스,3년,65.2,85.2,20.2,79.8,50.9,76.7
세코닉스,합산,74.4,86.4,14.6,85.4,61.0,82.1
사이냅소프트,1년,30.7,84.5,14.4,85.6,74.0,66.9
사이냅소프트,2년,30.7,84.5,14.4,85.6,74.0,66.9
사이냅소프트,3년,30.7,84.5,14.4,85.6,74.0,66.9
사이냅소프트,합산,30.7,84.5,14.4,85.6,74.0,66.9
제일연마,1년,67.4,85.6,21.6,78.4,16.5,77.1
제일연마,2년,60.1,34.6,67.1,32.9,44.1,42.5
제일연마,3년,30.4,34.6,69.6,30.4,51.3,31.8
제일연마,합산,52.6,51.6,52.8,47.2,37.3,50.5
한컴라이프케어,1년,18.0,91.7,9.0,91.0,30.3,66.9
한컴라이프케어,2년,20.2,88.1,12.4,87.6,49.2,65.3
한컴라이프케어,3년,23.5,81.9,18.8,81.2,30.4,62.2
한컴라이프케어,합산,20.6,87.2,13.4,86.6,36.6,64.8
코어라인소프트,1년,14.5,97.7,8.5,91.5,93.4,67.9
코어라인소프트,2년,28.2,89.8,14.0,86.0,83.0,68.0
코어라인소프트,3년,28.2,89.8,14.0,86.0,83.0,68.0
코어라인소프트,합산,23.6,92.4,12.2,87.8,86.5,68.0
에프앤가이드,1년,48.6,58.9,30.7,69.3,82.5,58.9
에프앤가이드,2년,56.0,50.5,29.1,70.9,75.8,59.1
에프앤가이드,3년,56.1,58.0,28.1,71.9,71.9,62.0
에프앤가이드,합산,53.6,55.8,29.3,70.7,76.7,60.0
PN풍년,1년,46.6,60.2,53.2,46.8,46.7,51.2
PN풍년,2년,51.7,48.5,45.9,54.1,72.3,51.4
PN풍년,3년,43.4,45.4,54.8,45.2,67.8,44.7
PN풍년,합산,47.2,51.4,51.3,48.7,62.3,49.1
인포바인,1년,51.1,11.4,82.6,17.4,85.5,26.6
인포바인,2년,88.4,28.5,11.5,88.5,42.3,68.5
인포바인,3년,76.6,32.4,27.9,72.1,61.5,60.4
인포바인,합산,72.0,24.1,40.7,59.3,63.1,51.8
위메이드플레이,1년,45.9,91.0,20.8,79.2,37.2,72.0
위메이드플레이,2년,65.5,76.5,24.5,75.5,72.7,72.5
위메이드플레이,3년,73.9,54.8,4.9,95.1,95.5,74.6
위메이드플레이,합산,61.8,74.1,16.7,83.3,68.5,73.0
지놈앤컴퍼니,1년,61.4,81.8,17.6,82.4,84.5,75.2
지놈앤컴퍼니,2년,44.5,88.8,11.1,88.9,90.0,74.1
지놈앤컴퍼니,3년,37.3,91.3,9.2,90.8,90.3,73.1
지놈앤컴퍼니,합산,47.7,87.3,12.6,87.4,88.3,74.1
케이피에프,1년,89.5,70.6,18.7,81.3,25.9,80.5
케이피에프,2년,59.2,49.3,49.9,50.1,13.8,52.9
케이피에프,3년,46.2,71.2,31.9,68.1,31.1,61.8
케이피에프,합산,65.0,63.7,33.5,66.5,23.6,65.1
빅솔론,1년,90.5,56.5,90.7,9.3,12.2,52.1
빅솔론,2년,91.0,83.5,79.5,20.5,9.6,65.0
빅솔론,3년,84.6,56.7,81.5,18.5,10.9,53.3
빅솔론,합산,88.7,65.6,83.9,16.1,10.9,56.8
선바이오,1년,13.3,89.3,84.5,15.5,40.0,39.4
선바이오,2년,11.0,74.6,87.4,12.6,29.2,32.7
선바이오,3년,20.6,94.9,11.3,88.7,92.4,68.1
선바이오,합산,15.0,86.3,61.1,38.9,53.9,46.7
제이스텍,1년,91.8,86.4,1.8,98.2,96.9,92.1
제이스텍,2년,87.0,77.8,7.7,92.3,90.3,85.7
제이스텍,3년,87.2,49.9,32.6,67.4,63.0,68.2
제이스텍,합산,88.7,71.4,14.0,86.0,83.4,82.0
깨끗한나라,1년,57.7,83.3,32.7,67.3,62.7,69.4
깨끗한나라,2년,75.0,68.4,22.3,77.7,54.8,73.7
깨끗한나라,3년,79.4,77.6,20.1,79.9,37.5,79.0
깨끗한나라,합산,70.7,76.4,25.0,75.0,51.7,74.0
무림페이퍼,1년,86.7,77.3,11.4,88.6,85.9,84.2
무림페이퍼,2년,96.9,84.3,3.0,97.0,23.2,92.7
무림페이퍼,3년,66.6,62.9,36.6,63.4,13.0,64.3
무림페이퍼,합산,83.4,74.8,17.0,83.0,40.7,80.4
티비씨,1년,81.5,50.3,49.4,50.6,50.8,60.8
티비씨,2년,86.5,59.4,57.5,42.5,26.0,62.8
티비씨,3년,78.0,57.4,82.1,17.9,14.5,51.1
티비씨,합산,82.0,55.7,63.0,37.0,30.4,58.2
DRB동일,1년,81.1,92.2,5.2,94.8,31.0,89.4
DRB동일,2년,77.1,82.1,8.8,91.2,27.5,83.5
DRB동일,3년,81.3,63.6,22.1,77.9,26.1,74.3
DRB동일,합산,79.8,79.3,12.0,88.0,28.2,82.4
제이씨케미칼,1년,96.6,38.1,7.1,92.9,94.1,75.9
제이씨케미칼,2년,65.1,61.4,29.1,70.9,85.0,65.8
제이씨케미칼,3년,41.1,61.1,42.7,57.3,61.1,53.2
제이씨케미칼,합산,67.6,53.5,26.3,73.7,80.1,65.0
라이온켐텍,1년,73.0,20.5,56.2,43.8,30.3,45.8
라이온켐텍,2년,71.7,26.1,83.2,16.8,15.2,38.2
라이온켐텍,3년,72.1,56.2,81.8,18.2,12.9,48.8
라이온켐텍,합산,72.3,34.3,73.7,26.3,19.5,44.3
에이텍모빌리티,1년,38.4,65.8,49.6,50.4,29.0,51.5
에이텍모빌리티,2년,60.4,74.8,26.2,73.8,43.1,69.7
에이텍모빌리티,3년,61.7,65.9,33.9,66.1,35.0,64.6
에이텍모빌리티,합산,53.5,68.8,36.6,63.4,35.7,61.9
그린플러스,1년,64.7,86.9,11.9,88.1,23.5,79.9
그린플러스,2년,76.4,91.5,7.5,92.5,31.3,86.8
그린플러스,3년,86.2,89.8,7.7,92.3,28.0,89.4
그린플러스,합산,75.8,89.4,9.0,91.0,27.6,85.4
범양건영,1년,73.3,57.5,75.5,24.5,23.6,51.8
범양건영,2년,74.7,83.9,47.8,52.2,43.4,70.3
범양건영,3년,64.3,89.1,37.2,62.8,54.1,72.1
범양건영,합산,70.8,76.8,53.5,46.5,40.4,64.7
대모,1년,55.7,43.6,41.9,58.1,66.5,52.5
대모,2년,49.4,66.8,45.5,54.5,59.8,56.9
대모,3년,51.2,27.7,54.0,46.0,56.5,41.6
대모,합산,52.1,46.0,47.1,52.9,60.9,50.3
티앤알바이오팹,1년,81.5,83.8,11.0,89.0,85.5,84.8
티앤알바이오팹,2년,86.4,94.1,5.1,94.9,89.5,91.8
티앤알바이오팹,3년,78.3,93.1,6.8,93.2,93.1,88.2
티앤알바이오팹,합산,82.1,90.3,7.6,92.4,89.4,88.3
라온테크,1년,86.3,73.3,30.2,69.8,9.0,76.5
라온테크,2년,58.0,55.3,62.2,37.8,12.3,50.4
라온테크,3년,92.9,70.4,12.0,88.0,62.2,83.8
라온테크,합산,79.1,66.3,34.8,65.2,27.8,70.2
서남,1년,63.2,60.0,39.0,61.0,32.2,61.4
서남,2년,47.2,21.5,76.6,23.4,22.9,30.7
서남,3년,41.4,26.2,81.9,18.1,16.8,28.6
서남,합산,50.6,35.9,65.8,34.2,24.0,40.2
바이오스마트,1년,40.4,44.8,58.7,41.3,15.0,42.2
바이오스마트,2년,30.9,32.0,70.0,30.0,23.8,31.0
바이오스마트,3년,39.5,50.8,51.4,48.6,49.9,46.3
바이오스마트,합산,36.9,42.5,60.0,40.0,29.6,39.8
새빗켐,1년,7.4,96.1,74.1,25.9,82.3,43.1
새빗켐,2년,34.7,74.3,30.8,69.2,71.7,59.4
새빗켐,3년,50.3,83.7,17.9,82.1,63.2,72.0
새빗켐,합산,30.8,84.7,40.9,59.1,72.4,58.2
엘컴텍,1년,35.9,65.1,65.4,34.6,18.1,45.2
엘컴텍,2년,40.0,57.3,56.6,43.4,48.2,46.9
엘컴텍,3년,40.0,51.7,65.8,34.2,35.1,42.0
엘컴텍,합산,38.6,58.0,62.6,37.4,33.8,44.7
안국약품,1년,88.1,90.9,10.0,90.0,84.7,89.7
안국약품,2년,82.3,71.2,15.8,84.2,60.7,79.2
안국약품,3년,61.1,52.4,40.4,59.6,31.4,57.7
안국약품,합산,77.2,71.5,22.1,77.9,58.9,75.5
피앤에스미캐닉스,1년,16.6,45.8,46.5,53.5,83.1,38.6
피앤에스미캐닉스,2년,16.6,45.8,46.5,53.5,83.1,38.6
피앤에스미캐닉스,3년,16.6,45.8,46.5,53.5,83.1,38.6
피앤에스미캐닉스,합산,16.6,45.8,46.5,53.5,83.1,38.6
스톰테크,1년,90.5,89.2,8.1,91.9,13.8,90.5
스톰테크,2년,67.4,83.3,19.6,80.4,22.2,77.0
스톰테크,3년,67.4,83.3,19.6,80.4,22.2,77.0
스톰테크,합산,75.1,85.3,15.8,84.2,19.4,81.5
타이거일렉,1년,45.2,84.6,25.1,74.9,60.3,68.2
타이거일렉,2년,47.9,59.2,48.5,51.5,49.9,52.9
타이거일렉,3년,32.2,63.9,62.4,37.6,60.0,44.6
타이거일렉,합산,41.8,69.2,45.3,54.7,56.7,55.2
디케이락,1년,41.8,40.8,58.6,41.4,52.4,41.3
디케이락,2년,78.1,89.7,6.1,93.9,53.5,87.2
디케이락,3년,65.3,89.8,8.4,91.6,48.3,82.2
디케이락,합산,61.7,73.4,24.4,75.6,51.4,70.2
휴비스,1년,95.3,95.1,3.0,97.0,18.4,95.8
휴비스,2년,64.5,74.0,18.2,81.8,67.9,73.4
휴비스,3년,61.3,82.3,12.0,88.0,81.1,77.2
휴비스,합산,73.7,83.8,11.1,88.9,55.8,82.1
디바이스이엔지,1년,91.5,11.3,83.9,16.1,18.7,39.6
디바이스이엔지,2년,86.8,26.6,65.4,34.6,28.6,49.3
디바이스이엔지,3년,55.8,16.4,83.7,16.3,15.4,29.5
디바이스이엔지,합산,78.0,18.1,77.7,22.3,20.9,39.5
한성크린텍,1년,51.9,78.7,28.4,71.6,72.8,67.4
한성크린텍,2년,55.3,85.0,29.7,70.3,56.3,70.2
한성크린텍,3년,46.1,88.5,37.6,62.4,40.5,65.7
한성크린텍,합산,51.1,84.1,31.9,68.1,56.5,67.8
부산산업,1년,38.1,50.0,59.4,40.6,55.7,42.9
부산산업,2년,80.6,69.7,18.7,81.3,58.0,77.2
부산산업,3년,61.9,80.6,34.0,66.0,61.1,69.5
부산산업,합산,60.2,66.8,37.4,62.6,58.3,63.2
코렌텍,1년,87.2,97.5,19.1,80.9,3.4,88.5
코렌텍,2년,88.4,82.2,16.1,83.9,63.3,84.8
